season,date,home_team,away_team,home_goals,away_goals,result,source_file,home_team_official,away_team_official,expected_result,result_is_valid
2015-16,2015-09-19,Real Madrid,Granada,1,0,H,2015-16_SP1.csv,Real Madrid CF,Granada CF,H,True
2015-16,2015-09-19,Sociedad,Espanol,2,3,A,2015-16_SP1.csv,Real Sociedad,RCD Espanyol,A,True
2015-16,2015-09-19,Valencia,Betis,0,0,D,2015-16_SP1.csv,Valencia CF,Real Betis Balompié,D,True
2015-16,2015-09-20,Barcelona,Levante,4,1,H,2015-16_SP1.csv,FC Barcelona,Levante UD,H,True
2015-16,2015-09-20,La Coruna,Sp Gijon,2,3,A,2015-16_SP1.csv,Deportivo La Coruña,Sporting Gijón,A,True
2015-16,2015-09-20,Las Palmas,Vallecano,0,1,A,2015-16_SP1.csv,UD Las Palmas,Rayo Vallecano,A,True
2015-16,2015-09-20,Sevilla,Celta,1,2,A,2015-16_SP1.csv,Sevilla FC,RC Celta de Vigo,A,True
2015-16,2015-09-20,Villarreal,Ath Bilbao,3,1,H,2015-16_SP1.csv,Villarreal CF,Athletic Bilbao,H,True
2015-16,2015-09-22,Ath Madrid,Getafe,2,0,H,2015-16_SP1.csv,Club Atlético de Madrid,Getafe CF,H,True
2015-16,2015-09-22,Espanol,Valencia,1,0,H,2015-16_SP1.csv,RCD Espanyol,Valencia CF,H,True
2015-16,2015-09-22,Granada,Sociedad,0,3,A,2015-16_SP1.csv,Granada CF,Real Sociedad,A,True
2015-16,2015-09-23,Ath Bilbao,Real Madrid,1,2,A,2015-16_SP1.csv,Athletic Bilbao,Real Madrid CF,A,True
2015-16,2015-09-23,Celta,Barcelona,4,1,H,2015-16_SP1.csv,RC Celta de Vigo,FC Barcelona,H,True
2015-16,2015-09-23,Las Palmas,Sevilla,2,0,H,2015-16_SP1.csv,UD Las Palmas,Sevilla FC,H,True
2015-16,2015-09-23,Levante,Eibar,2,2,D,2015-16_SP1.csv,Levante UD,SD Eibar,D,True
2015-16,2015-09-23,Malaga,Villarreal,0,1,A,2015-16_SP1.csv,Málaga CF,Villarreal CF,A,True
2015-16,2015-09-23,Vallecano,Sp Gijon,2,1,H,2015-16_SP1.csv,Rayo Vallecano,Sporting Gijón,H,True
2015-16,2015-09-24,Betis,La Coruna,1,2,A,2015-16_SP1.csv,Real Betis Balompié,Deportivo La Coruña,A,True
2015-16,2015-09-25,Valencia,Granada,1,0,H,2015-16_SP1.csv,Valencia CF,Granada CF,H,True
2015-16,2015-09-26,Barcelona,Las Palmas,2,1,H,2015-16_SP1.csv,FC Barcelona,UD Las Palmas,H,True
2015-16,2015-09-26,Eibar,Celta,1,1,D,2015-16_SP1.csv,SD Eibar,RC Celta de Vigo,D,True
2015-16,2015-09-26,Real Madrid,Malaga,0,0,D,2015-16_SP1.csv,Real Madrid CF,Málaga CF,D,True
2015-16,2015-09-26,Sevilla,Vallecano,3,2,H,2015-16_SP1.csv,Sevilla FC,Rayo Vallecano,H,True
2015-16,2015-09-26,Villarreal,Ath Madrid,1,0,H,2015-16_SP1.csv,Villarreal CF,Club Atlético de Madrid,H,True
2015-16,2015-09-27,Getafe,Levante,3,0,H,2015-16_SP1.csv,Getafe CF,Levante UD,H,True
2015-16,2015-09-27,La Coruna,Espanol,3,0,H,2015-16_SP1.csv,Deportivo La Coruña,RCD Espanyol,H,True
2015-16,2015-09-27,Sociedad,Ath Bilbao,0,0,D,2015-16_SP1.csv,Real Sociedad,Athletic Bilbao,D,True
2015-16,2015-09-27,Sp Gijon,Betis,1,2,A,2015-16_SP1.csv,Sporting Gijón,Real Betis Balompié,A,True
2015-16,2015-10-02,Celta,Getafe,0,0,D,2015-16_SP1.csv,RC Celta de Vigo,Getafe CF,D,True
2015-16,2015-10-03,Espanol,Sp Gijon,1,2,A,2015-16_SP1.csv,RCD Espanyol,Sporting Gijón,A,True
2015-16,2015-10-03,Granada,La Coruna,1,1,D,2015-16_SP1.csv,Granada CF,Deportivo La Coruña,D,True
2015-16,2015-10-03,Las Palmas,Eibar,0,2,A,2015-16_SP1.csv,UD Las Palmas,SD Eibar,A,True
2015-16,2015-10-03,Malaga,Sociedad,3,1,H,2015-16_SP1.csv,Málaga CF,Real Sociedad,H,True
2015-16,2015-10-03,Sevilla,Barcelona,2,1,H,2015-16_SP1.csv,Sevilla FC,FC Barcelona,H,True
2015-16,2015-10-04,Ath Bilbao,Valencia,3,1,H,2015-16_SP1.csv,Athletic Bilbao,Valencia CF,H,True
2015-16,2015-10-04,Ath Madrid,Real Madrid,1,1,D,2015-16_SP1.csv,Club Atlético de Madrid,Real Madrid CF,D,True
2015-16,2015-10-04,Levante,Villarreal,1,0,H,2015-16_SP1.csv,Levante UD,Villarreal CF,H,True
2015-16,2015-10-04,Vallecano,Betis,0,2,A,2015-16_SP1.csv,Rayo Vallecano,Real Betis Balompié,A,True
2015-16,2015-10-17,Barcelona,Vallecano,5,2,H,2015-16_SP1.csv,FC Barcelona,Rayo Vallecano,H,True
2015-16,2015-10-17,Betis,Espanol,1,3,A,2015-16_SP1.csv,Real Betis Balompié,RCD Espanyol,A,True
2015-16,2015-10-17,Eibar,Sevilla,1,1,D,2015-16_SP1.csv,SD Eibar,Sevilla FC,D,True
2015-16,2015-10-17,Real Madrid,Levante,3,0,H,2015-16_SP1.csv,Real Madrid CF,Levante UD,H,True
2015-16,2015-10-17,Valencia,Malaga,3,0,H,2015-16_SP1.csv,Valencia CF,Málaga CF,H,True
2015-16,2015-10-18,Getafe,Las Palmas,4,0,H,2015-16_SP1.csv,Getafe CF,UD Las Palmas,H,True
2015-16,2015-10-18,La Coruna,Ath Bilbao,2,2,D,2015-16_SP1.csv,Deportivo La Coruña,Athletic Bilbao,D,True
2015-16,2015-10-18,Sociedad,Ath Madrid,0,2,A,2015-16_SP1.csv,Real Sociedad,Club Atlético de Madrid,A,True
2015-16,2015-10-18,Villarreal,Celta,1,2,A,2015-16_SP1.csv,Villarreal CF,RC Celta de Vigo,A,True
2015-16,2015-10-19,Sp Gijon,Granada,3,3,D,2015-16_SP1.csv,Sporting Gijón,Granada CF,D,True
2015-16,2015-10-23,Vallecano,Espanol,3,0,H,2015-16_SP1.csv,Rayo Vallecano,RCD Espanyol,H,True
2015-16,2015-10-24,Celta,Real Madrid,1,3,A,2015-16_SP1.csv,RC Celta de Vigo,Real Madrid CF,A,True
2015-16,2015-10-24,Granada,Betis,1,1,D,2015-16_SP1.csv,Granada CF,Real Betis Balompié,D,True
2015-16,2015-10-24,Malaga,La Coruna,2,0,H,2015-16_SP1.csv,Málaga CF,Deportivo La Coruña,H,True
2015-16,2015-10-24,Sevilla,Getafe,5,0,H,2015-16_SP1.csv,Sevilla FC,Getafe CF,H,True
2015-16,2015-10-25,Ath Madrid,Valencia,2,1,H,2015-16_SP1.csv,Club Atlético de Madrid,Valencia CF,H,True
2015-16,2015-10-25,Barcelona,Eibar,3,1,H,2015-16_SP1.csv,FC Barcelona,SD Eibar,H,True
2015-16,2015-10-25,Las Palmas,Villarreal,0,0,D,2015-16_SP1.csv,UD Las Palmas,Villarreal CF,D,True
2015-16,2015-10-25,Levante,Sociedad,0,4,A,2015-16_SP1.csv,Levante UD,Real Sociedad,A,True
2015-16,2015-10-26,Ath Bilbao,Sp Gijon,3,0,H,2015-16_SP1.csv,Athletic Bilbao,Sporting Gijón,H,True
2015-16,2015-10-30,La Coruna,Ath Madrid,1,1,D,2015-16_SP1.csv,Deportivo La Coruña,Club Atlético de Madrid,D,True
2015-16,2015-10-31,Getafe,Barcelona,0,2,A,2015-16_SP1.csv,Getafe CF,FC Barcelona,A,True
2015-16,2015-10-31,Real Madrid,Las Palmas,3,1,H,2015-16_SP1.csv,Real Madrid CF,UD Las Palmas,H,True
2015-16,2015-10-31,Sociedad,Celta,2,3,A,2015-16_SP1.csv,Real Sociedad,RC Celta de Vigo,A,True
2015-16,2015-10-31,Valencia,Levante,3,0,H,2015-16_SP1.csv,Valencia CF,Levante UD,H,True
2015-16,2015-10-31,Villarreal,Sevilla,2,1,H,2015-16_SP1.csv,Villarreal CF,Sevilla FC,H,True
2015-16,2015-11-01,Betis,Ath Bilbao,1,3,A,2015-16_SP1.csv,Real Betis Balompié,Athletic Bilbao,A,True
2015-16,2015-11-01,Eibar,Vallecano,1,0,H,2015-16_SP1.csv,SD Eibar,Rayo Vallecano,H,True
2015-16,2015-11-01,Espanol,Granada,1,1,D,2015-16_SP1.csv,RCD Espanyol,Granada CF,D,True
2015-16,2015-11-01,Sp Gijon,Malaga,1,0,H,2015-16_SP1.csv,Sporting Gijón,Málaga CF,H,True
2015-16,2015-11-06,Las Palmas,Sociedad,2,0,H,2015-16_SP1.csv,UD Las Palmas,Real Sociedad,H,True
2015-16,2015-11-07,Celta,Valencia,1,5,A,2015-16_SP1.csv,RC Celta de Vigo,Valencia CF,A,True
2015-16,2015-11-07,Eibar,Getafe,3,1,H,2015-16_SP1.csv,SD Eibar,Getafe CF,H,True
2015-16,2015-11-07,Levante,La Coruna,1,1,D,2015-16_SP1.csv,Levante UD,Deportivo La Coruña,D,True
2015-16,2015-11-07,Malaga,Betis,0,1,A,2015-16_SP1.csv,Málaga CF,Real Betis Balompié,A,True
2015-16,2015-11-07,Vallecano,Granada,2,1,H,2015-16_SP1.csv,Rayo Vallecano,Granada CF,H,True
2015-16,2015-11-08,Ath Bilbao,Espanol,2,1,H,2015-16_SP1.csv,Athletic Bilbao,RCD Espanyol,H,True
2015-16,2015-11-08,Ath Madrid,Sp Gijon,1,0,H,2015-16_SP1.csv,Club Atlético de Madrid,Sporting Gijón,H,True
2015-16,2015-11-08,Barcelona,Villarreal,3,0,H,2015-16_SP1.csv,FC Barcelona,Villarreal CF,H,True
2015-16,2015-11-08,Sevilla,Real Madrid,3,2,H,2015-16_SP1.csv,Sevilla FC,Real Madrid CF,H,True
2015-16,2015-11-21,Espanol,Malaga,2,0,H,2015-16_SP1.csv,RCD Espanyol,Málaga CF,H,True
2015-16,2015-11-21,La Coruna,Celta,2,0,H,2015-16_SP1.csv,Deportivo La Coruña,RC Celta de Vigo,H,True
2015-16,2015-11-21,Real Madrid,Barcelona,0,4,A,2015-16_SP1.csv,Real Madrid CF,FC Barcelona,A,True
2015-16,2015-11-21,Sociedad,Sevilla,2,0,H,2015-16_SP1.csv,Real Sociedad,Sevilla FC,H,True
2015-16,2015-11-21,Valencia,Las Palmas,1,1,D,2015-16_SP1.csv,Valencia CF,UD Las Palmas,D,True
2015-16,2015-11-22,Betis,Ath Madrid,0,1,A,2015-16_SP1.csv,Real Betis Balompié,Club Atlético de Madrid,A,True
2015-16,2015-11-22,Granada,Ath Bilbao,2,0,H,2015-16_SP1.csv,Granada CF,Athletic Bilbao,H,True
2015-16,2015-11-22,Sp Gijon,Levante,0,3,A,2015-16_SP1.csv,Sporting Gijón,Levante UD,A,True
2015-16,2015-11-22,Villarreal,Eibar,1,1,D,2015-16_SP1.csv,Villarreal CF,SD Eibar,D,True
2015-16,2015-11-23,Getafe,Vallecano,1,1,D,2015-16_SP1.csv,Getafe CF,Rayo Vallecano,D,True
2015-16,2015-11-27,Levante,Betis,0,1,A,2015-16_SP1.csv,Levante UD,Real Betis Balompié,A,True
2015-16,2015-11-28,Ath Madrid,Espanol,1,0,H,2015-16_SP1.csv,Club Atlético de Madrid,RCD Espanyol,H,True
2015-16,2015-11-28,Barcelona,Sociedad,4,0,H,2015-16_SP1.csv,FC Barcelona,Real Sociedad,H,True
2015-16,2015-11-28,Celta,Sp Gijon,2,1,H,2015-16_SP1.csv,RC Celta de Vigo,Sporting Gijón,H,True
2015-16,2015-11-28,Las Palmas,La Coruna,0,2,A,2015-16_SP1.csv,UD Las Palmas,Deportivo La Coruña,A,True
2015-16,2015-11-28,Malaga,Granada,2,2,D,2015-16_SP1.csv,Málaga CF,Granada CF,D,True
2015-16,2015-11-29,Eibar,Real Madrid,0,2,A,2015-16_SP1.csv,SD Eibar,Real Madrid CF,A,True
2015-16,2015-11-29,Getafe,Villarreal,2,0,H,2015-16_SP1.csv,Getafe CF,Villarreal CF,H,True
2015-16,2015-11-29,Sevilla,Valencia,1,0,H,2015-16_SP1.csv,Sevilla FC,Valencia CF,H,True
2015-16,2015-11-29,Vallecano,Ath Bilbao,0,3,A,2015-16_SP1.csv,Rayo Vallecano,Athletic Bilbao,A,True
2015-16,2015-12-05,Betis,Celta,1,1,D,2015-16_SP1.csv,Real Betis Balompié,RC Celta de Vigo,D,True
2015-16,2015-12-05,Granada,Ath Madrid,0,2,A,2015-16_SP1.csv,Granada CF,Club Atlético de Madrid,A,True
2015-16,2015-12-05,La Coruna,Sevilla,1,1,D,2015-16_SP1.csv,Deportivo La Coruña,Sevilla FC,D,True
2015-16,2015-12-05,Real Madrid,Getafe,4,1,H,2015-16_SP1.csv,Real Madrid CF,Getafe CF,H,True
2015-16,2015-12-05,Valencia,Barcelona,1,1,D,2015-16_SP1.csv,Valencia CF,FC Barcelona,D,True
2015-16,2015-12-06,Ath Bilbao,Malaga,0,0,D,2015-16_SP1.csv,Athletic Bilbao,Málaga CF,D,True
2015-16,2015-12-06,Sociedad,Eibar,2,1,H,2015-16_SP1.csv,Real Sociedad,SD Eibar,H,True
2015-16,2015-12-06,Sp Gijon,Las Palmas,3,1,H,2015-16_SP1.csv,Sporting Gijón,UD Las Palmas,H,True
2015-16,2015-12-06,Villarreal,Vallecano,2,1,H,2015-16_SP1.csv,Villarreal CF,Rayo Vallecano,H,True
2015-16,2015-12-07,Espanol,Levante,1,1,D,2015-16_SP1.csv,RCD Espanyol,Levante UD,D,True
2015-16,2015-12-11,Getafe,Sociedad,1,1,D,2015-16_SP1.csv,Getafe CF,Real Sociedad,D,True
2015-16,2015-12-12,Barcelona,La Coruna,2,2,D,2015-16_SP1.csv,FC Barcelona,Deportivo La Coruña,D,True
2015-16,2015-12-12,Celta,Espanol,1,0,H,2015-16_SP1.csv,RC Celta de Vigo,RCD Espanyol,H,True
2015-16,2015-12-12,Las Palmas,Betis,1,0,H,2015-16_SP1.csv,UD Las Palmas,Real Betis Balompié,H,True
2015-16,2015-12-12,Levante,Granada,1,2,A,2015-16_SP1.csv,Levante UD,Granada CF,A,True
2015-16,2015-12-12,Sevilla,Sp Gijon,2,0,H,2015-16_SP1.csv,Sevilla FC,Sporting Gijón,H,True
2015-16,2015-12-13,Ath Madrid,Ath Bilbao,2,1,H,2015-16_SP1.csv,Club Atlético de Madrid,Athletic Bilbao,H,True
2015-16,2015-12-13,Eibar,Valencia,1,1,D,2015-16_SP1.csv,SD Eibar,Valencia CF,D,True
2015-16,2015-12-13,Vallecano,Malaga,1,2,A,2015-16_SP1.csv,Rayo Vallecano,Málaga CF,A,True
2015-16,2015-12-13,Villarreal,Real Madrid,1,0,H,2015-16_SP1.csv,Villarreal CF,Real Madrid CF,H,True
2015-16,2015-12-19,Betis,Sevilla,0,0,D,2015-16_SP1.csv,Real Betis Balompié,Sevilla FC,D,True
2015-16,2015-12-19,Espanol,Las Palmas,1,0,H,2015-16_SP1.csv,RCD Espanyol,UD Las Palmas,H,True
2015-16,2015-12-19,La Coruna,Eibar,2,0,H,2015-16_SP1.csv,Deportivo La Coruña,SD Eibar,H,True
2015-16,2015-12-19,Valencia,Getafe,2,2,D,2015-16_SP1.csv,Valencia CF,Getafe CF,D,True
2015-16,2015-12-20,Ath Bilbao,Levante,2,0,H,2015-16_SP1.csv,Athletic Bilbao,Levante UD,H,True
2015-16,2015-12-20,Granada,Celta,0,2,A,2015-16_SP1.csv,Granada CF,RC Celta de Vigo,A,True
2015-16,2015-12-20,Malaga,Ath Madrid,1,0,H,2015-16_SP1.csv,Málaga CF,Club Atlético de Madrid,H,True
2015-16,2015-12-20,Real Madrid,Vallecano,10,2,H,2015-16_SP1.csv,Real Madrid CF,Rayo Vallecano,H,True
2015-16,2015-12-20,Sociedad,Villarreal,0,2,A,2015-16_SP1.csv,Real Sociedad,Villarreal CF,A,True
2015-16,2015-12-30,Barcelona,Betis,4,0,H,2015-16_SP1.csv,FC Barcelona,Real Betis Balompié,H,True
2015-16,2015-12-30,Celta,Ath Bilbao,0,1,A,2015-16_SP1.csv,RC Celta de Vigo,Athletic Bilbao,A,True
2015-16,2015-12-30,Eibar,Sp Gijon,2,0,H,2015-16_SP1.csv,SD Eibar,Sporting Gijón,H,True
2015-16,2015-12-30,Getafe,La Coruna,0,0,D,2015-16_SP1.csv,Getafe CF,Deportivo La Coruña,D,True
2015-16,2015-12-30,Las Palmas,Granada,4,1,H,2015-16_SP1.csv,UD Las Palmas,Granada CF,H,True
2015-16,2015-12-30,Levante,Malaga,0,1,A,2015-16_SP1.csv,Levante UD,Málaga CF,A,True
2015-16,2015-12-30,Real Madrid,Sociedad,3,1,H,2015-16_SP1.csv,Real Madrid CF,Real Sociedad,H,True
2015-16,2015-12-30,Sevilla,Espanol,2,0,H,2015-16_SP1.csv,Sevilla FC,RCD Espanyol,H,True
2015-16,2015-12-30,Vallecano,Ath Madrid,0,2,A,2015-16_SP1.csv,Rayo Vallecano,Club Atlético de Madrid,A,True
2015-16,2015-12-31,Villarreal,Valencia,1,0,H,2015-16_SP1.csv,Villarreal CF,Valencia CF,H,True
2015-16,2016-01-02,Ath Madrid,Levante,1,0,H,2015-16_SP1.csv,Club Atlético de Madrid,Levante UD,H,True
2015-16,2016-01-02,Espanol,Barcelona,0,0,D,2015-16_SP1.csv,RCD Espanyol,FC Barcelona,D,True
2015-16,2016-01-02,Malaga,Celta,2,0,H,2015-16_SP1.csv,Málaga CF,RC Celta de Vigo,H,True
2015-16,2016-01-03,Ath Bilbao,Las Palmas,2,2,D,2015-16_SP1.csv,Athletic Bilbao,UD Las Palmas,D,True
2015-16,2016-01-03,Betis,Eibar,0,4,A,2015-16_SP1.csv,Real Betis Balompié,SD Eibar,A,True
2015-16,2016-01-03,Granada,Sevilla,2,1,H,2015-16_SP1.csv,Granada CF,Sevilla FC,H,True
2015-16,2016-01-03,La Coruna,Villarreal,1,2,A,2015-16_SP1.csv,Deportivo La Coruña,Villarreal CF,A,True
2015-16,2016-01-03,Valencia,Real Madrid,2,2,D,2015-16_SP1.csv,Valencia CF,Real Madrid CF,D,True
2015-16,2016-01-03,Vallecano,Sociedad,2,2,D,2015-16_SP1.csv,Rayo Vallecano,Real Sociedad,D,True
2015-16,2016-01-04,Sp Gijon,Getafe,1,2,A,2015-16_SP1.csv,Sporting Gijón,Getafe CF,A,True
2015-16,2016-01-09,Barcelona,Granada,4,0,H,2015-16_SP1.csv,FC Barcelona,Granada CF,H,True
2015-16,2016-01-09,Getafe,Betis,1,0,H,2015-16_SP1.csv,Getafe CF,Real Betis Balompié,H,True
2015-16,2016-01-09,Levante,Vallecano,2,1,H,2015-16_SP1.csv,Levante UD,Rayo Vallecano,H,True
2015-16,2016-01-09,Real Madrid,La Coruna,5,0,H,2015-16_SP1.csv,Real Madrid CF,Deportivo La Coruña,H,True
2015-16,2016-01-09,Sevilla,Ath Bilbao,2,0,H,2015-16_SP1.csv,Sevilla FC,Athletic Bilbao,H,True
2015-16,2016-01-10,Celta,Ath Madrid,0,2,A,2015-16_SP1.csv,RC Celta de Vigo,Club Atlético de Madrid,A,True
2015-16,2016-01-10,Eibar,Espanol,2,1,H,2015-16_SP1.csv,SD Eibar,RCD Espanyol,H,True
2015-16,2016-01-10,Las Palmas,Malaga,1,1,D,2015-16_SP1.csv,UD Las Palmas,Málaga CF,D,True
2015-16,2016-01-10,Sociedad,Valencia,2,0,H,2015-16_SP1.csv,Real Sociedad,Valencia CF,H,True
2015-16,2016-01-10,Villarreal,Sp Gijon,2,0,H,2015-16_SP1.csv,Villarreal CF,Sporting Gijón,H,True
2015-16,2016-01-16,Celta,Levante,4,3,H,2015-16_SP1.csv,RC Celta de Vigo,Levante UD,H,True
2015-16,2016-01-16,Sevilla,Malaga,2,1,H,2015-16_SP1.csv,Sevilla FC,Málaga CF,H,True
2015-16,2016-01-16,Sociedad,La Coruna,1,1,D,2015-16_SP1.csv,Real Sociedad,Deportivo La Coruña,D,True
2015-16,2016-01-16,Villarreal,Betis,0,0,D,2015-16_SP1.csv,Villarreal CF,Real Betis Balompié,D,True
2015-16,2016-01-17,Barcelona,Ath Bilbao,6,0,H,2015-16_SP1.csv,FC Barcelona,Athletic Bilbao,H,True
2015-16,2016-01-17,Getafe,Espanol,3,1,H,2015-16_SP1.csv,Getafe CF,RCD Espanyol,H,True
2015-16,2016-01-17,Las Palmas,Ath Madrid,0,3,A,2015-16_SP1.csv,UD Las Palmas,Club Atlético de Madrid,A,True
2015-16,2016-01-17,Real Madrid,Sp Gijon,5,1,H,2015-16_SP1.csv,Real Madrid CF,Sporting Gijón,H,True
2015-16,2016-01-17,Valencia,Vallecano,2,2,D,2015-16_SP1.csv,Valencia CF,Rayo Vallecano,D,True
2015-16,2016-01-18,Eibar,Granada,5,1,H,2015-16_SP1.csv,SD Eibar,Granada CF,H,True
2015-16,2016-01-22,Sp Gijon,Sociedad,5,1,H,2015-16_SP1.csv,Sporting Gijón,Real Sociedad,H,True
2015-16,2016-01-23,Espanol,Villarreal,2,2,D,2015-16_SP1.csv,RCD Espanyol,Villarreal CF,D,True
2015-16,2016-01-23,Granada,Getafe,3,2,H,2015-16_SP1.csv,Granada CF,Getafe CF,H,True
2015-16,2016-01-23,Malaga,Barcelona,1,2,A,2015-16_SP1.csv,Málaga CF,FC Barcelona,A,True
2015-16,2016-01-23,Vallecano,Celta,3,0,H,2015-16_SP1.csv,Rayo Vallecano,RC Celta de Vigo,H,True
2015-16,2016-01-24,Ath Bilbao,Eibar,5,2,H,2015-16_SP1.csv,Athletic Bilbao,SD Eibar,H,True
2015-16,2016-01-24,Ath Madrid,Sevilla,0,0,D,2015-16_SP1.csv,Club Atlético de Madrid,Sevilla FC,D,True
2015-16,2016-01-24,Betis,Real Madrid,1,1,D,2015-16_SP1.csv,Real Betis Balompié,Real Madrid CF,D,True
2015-16,2016-01-24,La Coruna,Valencia,1,1,D,2015-16_SP1.csv,Deportivo La Coruña,Valencia CF,D,True
2015-16,2016-01-25,Levante,Las Palmas,3,2,H,2015-16_SP1.csv,Levante UD,UD Las Palmas,H,True
2015-16,2016-01-30,Barcelona,Ath Madrid,2,1,H,2015-16_SP1.csv,FC Barcelona,Club Atlético de Madrid,H,True
2015-16,2016-01-30,Eibar,Malaga,1,2,A,2015-16_SP1.csv,SD Eibar,Málaga CF,A,True
2015-16,2016-01-30,Getafe,Ath Bilbao,0,1,A,2015-16_SP1.csv,Getafe CF,Athletic Bilbao,A,True
2015-16,2016-01-30,Sociedad,Betis,2,1,H,2015-16_SP1.csv,Real Sociedad,Real Betis Balompié,H,True
2015-16,2016-01-30,Villarreal,Granada,1,0,H,2015-16_SP1.csv,Villarreal CF,Granada CF,H,True
2015-16,2016-01-31,Las Palmas,Celta,2,1,H,2015-16_SP1.csv,UD Las Palmas,RC Celta de Vigo,H,True
2015-16,2016-01-31,Real Madrid,Espanol,6,0,H,2015-16_SP1.csv,Real Madrid CF,RCD Espanyol,H,True
2015-16,2016-01-31,Sevilla,Levante,3,1,H,2015-16_SP1.csv,Sevilla FC,Levante UD,H,True
2015-16,2016-01-31,Valencia,Sp Gijon,0,1,A,2015-16_SP1.csv,Valencia CF,Sporting Gijón,A,True
2015-16,2016-02-01,La Coruna,Vallecano,2,2,D,2015-16_SP1.csv,Deportivo La Coruña,Rayo Vallecano,D,True
2015-16,2016-02-05,Malaga,Getafe,3,0,H,2015-16_SP1.csv,Málaga CF,Getafe CF,H,True
2015-16,2016-02-06,Ath Bilbao,Villarreal,0,0,D,2015-16_SP1.csv,Athletic Bilbao,Villarreal CF,D,True
2015-16,2016-02-06,Ath Madrid,Eibar,3,1,H,2015-16_SP1.csv,Club Atlético de Madrid,SD Eibar,H,True
2015-16,2016-02-06,Sp Gijon,La Coruna,1,1,D,2015-16_SP1.csv,Sporting Gijón,Deportivo La Coruña,D,True
2015-16,2016-02-06,Vallecano,Las Palmas,2,0,H,2015-16_SP1.csv,Rayo Vallecano,UD Las Palmas,H,True
2015-16,2016-02-07,Betis,Valencia,1,0,H,2015-16_SP1.csv,Real Betis Balompié,Valencia CF,H,True
2015-16,2016-02-07,Celta,Sevilla,1,1,D,2015-16_SP1.csv,RC Celta de Vigo,Sevilla FC,D,True
2015-16,2016-02-07,Granada,Real Madrid,1,2,A,2015-16_SP1.csv,Granada CF,Real Madrid CF,A,True
2015-16,2016-02-07,Levante,Barcelona,0,2,A,2015-16_SP1.csv,Levante UD,FC Barcelona,A,True
2015-16,2016-02-08,Espanol,Sociedad,0,5,A,2015-16_SP1.csv,RCD Espanyol,Real Sociedad,A,True
2015-16,2016-02-12,Sp Gijon,Vallecano,2,2,D,2015-16_SP1.csv,Sporting Gijón,Rayo Vallecano,D,True
2015-16,2016-02-13,La Coruna,Betis,2,2,D,2015-16_SP1.csv,Deportivo La Coruña,Real Betis Balompié,D,True
2015-16,2016-02-13,Real Madrid,Ath Bilbao,4,2,H,2015-16_SP1.csv,Real Madrid CF,Athletic Bilbao,H,True
2015-16,2016-02-13,Valencia,Espanol,2,1,H,2015-16_SP1.csv,Valencia CF,RCD Espanyol,H,True
2015-16,2016-02-13,Villarreal,Malaga,1,0,H,2015-16_SP1.csv,Villarreal CF,Málaga CF,H,True
2015-16,2016-02-14,Barcelona,Celta,6,1,H,2015-16_SP1.csv,FC Barcelona,RC Celta de Vigo,H,True
2015-16,2016-02-14,Eibar,Levante,2,0,H,2015-16_SP1.csv,SD Eibar,Levante UD,H,True
2015-16,2016-02-14,Getafe,Ath Madrid,0,1,A,2015-16_SP1.csv,Getafe CF,Club Atlético de Madrid,A,True
2015-16,2016-02-14,Sevilla,Las Palmas,2,0,H,2015-16_SP1.csv,Sevilla FC,UD Las Palmas,H,True
2015-16,2016-02-14,Sociedad,Granada,3,0,H,2015-16_SP1.csv,Real Sociedad,Granada CF,H,True
2015-16,2016-02-17,Sp Gijon,Barcelona,1,3,A,2015-16_SP1.csv,Sporting Gijón,FC Barcelona,A,True
2015-16,2016-02-19,Levante,Getafe,3,0,H,2015-16_SP1.csv,Levante UD,Getafe CF,H,True
2015-16,2016-02-20,Betis,Sp Gijon,1,1,D,2015-16_SP1.csv,Real Betis Balompié,Sporting Gijón,D,True
2015-16,2016-02-20,Celta,Eibar,3,2,H,2015-16_SP1.csv,RC Celta de Vigo,SD Eibar,H,True
2015-16,2016-02-20,Espanol,La Coruna,1,0,H,2015-16_SP1.csv,RCD Espanyol,Deportivo La Coruña,H,True
2015-16,2016-02-20,Las Palmas,Barcelona,1,2,A,2015-16_SP1.csv,UD Las Palmas,FC Barcelona,A,True
2015-16,2016-02-21,Ath Bilbao,Sociedad,0,1,A,2015-16_SP1.csv,Athletic Bilbao,Real Sociedad,A,True
2015-16,2016-02-21,Ath Madrid,Villarreal,0,0,D,2015-16_SP1.csv,Club Atlético de Madrid,Villarreal CF,D,True
2015-16,2016-02-21,Granada,Valencia,1,2,A,2015-16_SP1.csv,Granada CF,Valencia CF,A,True
2015-16,2016-02-21,Malaga,Real Madrid,1,1,D,2015-16_SP1.csv,Málaga CF,Real Madrid CF,D,True
2015-16,2016-02-21,Vallecano,Sevilla,2,2,D,2015-16_SP1.csv,Rayo Vallecano,Sevilla FC,D,True
2015-16,2016-02-26,Eibar,Las Palmas,0,1,A,2015-16_SP1.csv,SD Eibar,UD Las Palmas,A,True
2015-16,2016-02-27,Betis,Vallecano,2,2,D,2015-16_SP1.csv,Real Betis Balompié,Rayo Vallecano,D,True
2015-16,2016-02-27,Getafe,Celta,0,1,A,2015-16_SP1.csv,Getafe CF,RC Celta de Vigo,A,True
